,ID,Conversation.ID,Text,Movie.Title,Movie.ID,Release.Year,Genre,Formal/Informal
851,851,L6546,"Big date tonight?, Yeah... guess so., Can I interest you in a battery operated-vagina?, Pardon me?, My boss tells me I have to do more suggestive selling., Well, it's tempting, but no thanks., It's your call, but you're gonna be sorry when you're in one of those everyday situations that call for a battery-operated vagina and you don't have one., I'll risk it., ",8mm,m6,1999,"['crime', 'mystery', 'thriller']",informal
926,926,L8184,"Asthma attack...what 17-year old has a fatal asthma attack?  She was gonna be a doctor., It was Freddy., Enough of that crap., I saw it. It was my dream.  I brought Sheila in..., ",a nightmare on elm street 4: the dream master,m7,1988,"['fantasy', 'horror', 'thriller']",informal
930,930,L8158,"Hey man, we're all sorry..., She knew she was gonna die., ",a nightmare on elm street 4: the dream master,m7,1988,"['fantasy', 'horror', 'thriller']",informal
971,971,L8699,"All I know is that you are not doing yourself or the baby any good by acting like a crazy woman.  Why don't you take off - leave Springwood and cool out somewhere for a while?, Goddamn it, Yvonne!  You don't just run away from this guy!  He finds you in your dreams., ",a nightmare on elm street: the dream child,m8,1989,"['fantasy', 'horror', 'thriller']",informal
984,984,L8742,"I don't understand., She killed herself.  Her soul's gonna be in torment., ",a nightmare on elm street: the dream child,m8,1989,"['fantasy', 'horror', 'thriller']",informal
985,985,L8737,"They couldn't prove it.  No body!  Nuns bumping themselves off is bad for business., But I've seen her grave., Empty plot.  Memorial stone.  Vacant. They never did put her under.  Cool, huh?, ",a nightmare on elm street: the dream child,m8,1989,"['fantasy', 'horror', 'thriller']",informal
989,989,L8667,"Whoa, slow down.  How're you gonna hide from a guy like that, leave the planet?, I don't know!, ",a nightmare on elm street: the dream child,m8,1989,"['fantasy', 'horror', 'thriller']",informal
1004,1004,L8373,"Yeah, when are you gonna come to your senses?, Next life.  Oh, what's that?, My undying love.  Have some., ",a nightmare on elm street: the dream child,m8,1989,"['fantasy', 'horror', 'thriller']",informal
1009,1009,L8425,"All right kids, I tell you what we're gonna do.  I've got swimming practice until six-thirty today..., Yeah..., That means they're gonna give me the key to the pool so I can lock up when I'm done., ",a nightmare on elm street: the dream child,m8,1989,"['fantasy', 'horror', 'thriller']",informal
1086,1086,L12772,"The good news is we haven't got to your car yet. The bad news --, Just tell me when you'll have it fixed., -- the bad news is there's a problem with Gordon's truck what somebody drove through the ice last night. Figured you'd know something about that, Wade., Yeah. I know about that., LaRiviere says he ain't gonna pay for the fixin' of your car. A couple hundred for the clutch. I got some more bad news. Wanna hear it?, Tell me., Chub says you're fired., He can't fire me. LaRiviere already did that this morning., He's a Selectman. The town. He said to tell you to turn your badge in and clean out your office. I'm supposed to pull the CB and police light out of your car. They're town property., ",affliction,m10,1997,"['drama', 'mystery', 'thriller']",informal
1088,1088,L12728,"He's on to us!, Shit! What are we gonna do?, Maybe I can buy him off. I gotta talk to Mel., You can't buy Wade off., We bought you., That was me., ",affliction,m10,1997,"['drama', 'mystery', 'thriller']",informal
1090,1090,L12388,"You see it?, Nope. Heard it. We wasn't far apart. I spotted this buck, then I heard the gun go off and Twombley was gone. I looked over the little cliff we was using for a stand and there the fucker was, deader'n shit. Called it right in., This is gonna be one fucking mess to clean up. Twombley's son-in-law and daughter are up the weekend. Didn't you say you'd seen him, Wade?, ",affliction,m10,1997,"['drama', 'mystery', 'thriller']",informal
1183,1183,L12609,"What about Margie?, What about her?, Well, do you still plan to get married?, Yeah. She'll probably quit her job and stay out here with Pop. We can't leave him alone here, he'll set the damn place on fire. With Jill here a lot, it'll be good to have Margie around. Things are going to change in that department, by the way. I got a custody lawyer in Concord. I'm gonna see him tomorrow. All hell's gonna break loose, but it's worth it., ",affliction,m10,1997,"['drama', 'mystery', 'thriller']",informal
1214,1214,L17354,"Two and three are heading toward the Boeing., Okay. We're gonna arc a fat one to the right. Got it?, Got it., Stay cool., ",air force one,m11,1997,"['action', 'drama', 'thriller']",informal
1273,1273,L16719,"The northern border's gotten a bit hairy. Their MiGs are playing tag with our Tomcats and our boys are just itching to engage., Tell our boys to cool their jets. I don't need `em creating policy for me., ",air force one,m11,1997,"['action', 'drama', 'thriller']",informal
1287,1287,L17009,"Please, Mr. President. You're going to get yourself killed. Is that your solution?, Freeing Stravanavitch is gonna get tens of thousands killed. I can't live with that.  I'm not royalty. I'm an elected official and the integrity of the office of the President is infinitely more important than the man who holds that office.  We don't negotitate. Not as long as I'm President. Is that understood?, ",air force one,m11,1997,"['action', 'drama', 'thriller']",informal
1304,1304,L16587,"You wanna knock of f?, No, no.  I'm fine.  What did the Speaker say?, He and the NRA don't like the wording., ",air force one,m11,1997,"['action', 'drama', 'thriller']",informal
1405,1405,L19773,"Rats! I've lost number three., What happened, Ted? What went wrong?, Oil pressure. I forgot to check the oil pressure. When Kramer hears about this, the shit's gonna hit the fan., ",airplane!,m13,1980,"['comedy', 'romance']",informal
1458,1458,L24525,"Look at your dildo partner.  He's too scared to even come down to the sand.  You're not gonna get wet standing here, moron!, I'd like to see you next to a sea of hydrochloric acid, Fedorchuk... see how much surfin' you'd do., ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1470,1470,L24606,"George, c'mon -- lighten up.  It's a beauty of a case.  Don't sweat it -- we got him by the short hairs. He ain't gonna make any more of the shit., The fifty kilos, Matthew.  I have to find it.  I can't let it get out on the street., Why?  What's the big goddamn deal?, ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1471,1471,L24598,"George, uh... you're gonna break his little chest bones..., Stay out of this, Matthew.  Tell me where the drug has been taken or I will crush your lungs against this wall., ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1476,1476,L24552,"No secrets, goddammit!  You don't hold back from me.  Whatever is going on, you're gonna tell me now!, No.  I cannot involve you.  This is not your concern., The hell it isn't, when somebody wires up enough C-4 explosive to my car to turn me into pink mist!  That Slag was on something, and not sour milk, either?  Am I right?  TELL ME!  What is it?, ... It is called ss'jabroka'.  To us it is a potent narcotic., How potent?, Like your cocaine, I suppose.  The ""high"" lasts several hours.  We would receive small amounts of it... as a reward for our labor., We?  You've taken it?, We all did., Where did he get it?  Was there any of it on the ship?, No... I am sure not.  That is why I am so concerned... someone must now be producing it here.  But none of my people know how to make it.  The process was carefully guarded., Jesus, this is major.  Why didn't you tell me sooner? Why'd you hold out on me?, Your people don't know about this part of out past.  And they can't know -- It would threaten our entire existence here., ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1479,1479,L24518,"It's all right, George.  It's cool. Just wait here, all right?  I'll be back in a coupla minutes., Thank you., ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1482,1482,L24502,"She's going to divorce me., George, she's not gonna divorce you. You mate for life, remember?, She's very progressive.  I'm certain she's considering it., ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1488,1488,L24477,"Human children can be very beautiful.  Getting married?  Congratulations. You will be taking Sunday off, then..., Maybe not... I don't know.  I'm not sure I'm gonna go.  She doesn't need her burn-out of a father there..., ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1501,1501,L24364,"Tell me., Your mother mates out of season., That's very colorful.  But see -- now I've got a problem.  I don't seem to be getting much cooperation from you, Porter.  So I guess we're gonna have to take this little session down to my office, ya know?, ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1517,1517,L24218,"... and we work my hours.  I'll do the driving, you do the paperwork. You gotta learn it so you might as well do it all., Sergeant... I'd like to thank you for what you're doing., What's that?  Look, Jetson.  Get this straight in your head.  We're not pals, we're not married, and we ain't gonna take long moonlight walks together... We're just partners.  And don't call me Sergeant.  Call me Sykes... or Matt if you have to., I am George., ",alien nation,m14,1988,"['crime', 'drama', 'sci-fi', 'thriller']",informal
1621,1621,L26790,"Oh, man.  And I was gettin' short, too!  Four more weeks and out. Now I'm gonna buy it on this fuckin' rock.  It ain't half fair, man!, Hudson, give us a break., ",aliens,m15,1986,"['action', 'sci-fi', 'thriller']",informal
2027,2027,L35093,"I'm not interested in what you think., You've no right to do this to her, Mr. Cluett. Why don't you think it over? It's only gonna get you into a lot of trouble., I tell you, I'm not interested in your opinion., No?  Then maybe you'll understand, Mrs. Dickson. Oh, gee, he's crazy about you. Nobody knows it better than you. If he ever finds out, it'll kill him., ",american madness,m18,1932,['drama'],informal
2089,2089,L35368,"Oh, Matt . . ., Don't cry, honey. Everything's gonna be all right., ",american madness,m18,1932,['drama'],informal
2126,2126,L36130,"No, Jimmy has a point. The Younger-James Gang could be confusing., How?, Say we bust into a bank. We yell ""We're the Younger-James Gang!"" People are gonna be thinking, ""The younger James Gang? Is there an older James Gang? How come we never heard of the older James gang?"" So people are trying to figure that out instead of raising their arms., ",american outlaws,m19,2001,"['action', 'western']",informal
2152,2152,L36350,"We'll make them pay for this., I'm out., WHAT?! We follow you for a year, and now that our blood's been spilled, you're gonna quit?!, Who's next? You? Me? Bob?, ",american outlaws,m19,2001,"['action', 'western']",informal
2154,2154,L36330,"Okay, you're gonna rest here., Clell, Tom, go get Doc Mimms in Liberty!, ",american outlaws,m19,2001,"['action', 'western']",informal
2181,2181,L36321,"Another dozen out back., They gonna rush us?, They're just insurance in case we run., ",american outlaws,m19,2001,"['action', 'western']",informal
2200,2200,L35840,"Boys..., Go home, Doc.  They ain't gonna hang no more Liberty boys., ",american outlaws,m19,2001,"['action', 'western']",informal
2265,2265,L36336,"... too young for whisky..., This time we'll make an exception., Jesse, you explain to Lyla. My girl, you know, from that time..., You're gonna tell her when you're resting up in bed with her, Jimmy., ",american outlaws,m19,2001,"['action', 'western']",informal
2361,2361,L37423,"Patrick Bateman's office., Jean? Hello? Jean?, Patrick? Is that you?, Hello? Jean, I need help!, Where are you?, Jean-I'm not-, Craig McDermott called. He wants to meet you and David Van Patten and Tim Price at Harry's for drinks., Oh God, what did you say, you dumb bitch?, Patrick? I can't hear you., What are I doing?, Where are you? Patrick, what's wrong?, I don't think I'm gonna make it, Jean., ",american psycho,m20,2000,"['drama', 'thriller']",informal
2427,2427,L36827,"Why don't you get another one? Why don't , you get another job?, I'm not..., You're not what? Qualified for anything else?, I'm hungry, I know that, I know that. Jeez, you're like a broken record. I'm trying to help you., I'm hungry., Listen, do you think it's fair to take money from people who do have jobs? From people who do work?, What am I gonna do?, Listen, what's your name?, Al., Speak up. Come on., Al., Get a goddamn job, Al. You've got a negative attitude. That's what's stopping you. You've got to get your act together. I'll help you., You re so kind, mister. You're kind. You're a kind man. I can tell., Shhhh...it's okay., Please...I don know what to do. I'm so cold., Do ,you know how bad you smell? The stench, my God., I can't...I can't find a shelter, You reek. You reek of...shit. Do you know that?  Goddammit, Al-look at me and stop crying like some kind of faggot. Al...I'm sorry., ",american psycho,m20,2000,"['drama', 'thriller']",informal
2431,2431,L36879,"Paul, give me your Amex card. Good boy. Bateman slaps the card down, looks at the check., Two-hundred-and-fifty. Very reasonable. Let's leave a big tip, shall we? My place hr a nightcap?, No, man. I'm gonna bail., Come on, you dumb son of a bitch.  I've got a preview of the Barneys catalogue and a bottle of Absolut waiting for us., ",american psycho,m20,2000,"['drama', 'thriller']",informal
2437,2437,L37474,"I just don't see how someone, anyone, can appear that way and yet be involved in such total shit. How can you be so fucking, I don't know, cool about it?, Some guys are just born cool, I guess., ",american psycho,m20,2000,"['drama', 'thriller']",informal
2441,2441,L44791,"I'm just screwed., You know what he's like. He just wants to work on stuff that's cool., You don't wanna move, do you?, I can paint anywhere., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2443,2443,L44782,"Is it over?, They still have to give 'em refreshments laced with mind-altering drugs., You are a fanatic., 'Gonna wait outside., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2480,2480,L45504,"Okay., Great. Great! We need to drag a lot of heavy stuff in front of the door --, What?!, Wanna be a part of history?, ",antitrust,m21,2001,"['drama', 'thriller']",informal
2481,2481,L45500,"Will I get to work for Outpost?, No. But you can write your own ticket in the Valley after this. We're gonna bring down Outpost., What?, What'd they ever do for you?, ",antitrust,m21,2001,"['drama', 'thriller']",informal
2482,2482,L45497,"This is the biggest Beta demo in like the history of software. You'd be my partner., You can't pre-empt Yoga, that's our biggest show., Brian! You wanna be a big deal, don't you? That's your dream in life., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2510,2510,L44864,"When you get to a certain age, you start wondering. About your legacy. I doubt you even remember Outpost 1.0 --, I do!, Yeah? I wanna feel like I did when I wrote that. But I'm 42, that's 100 in cyber-years. I look at you and see the things that got me here.  But somehow got away., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2522,2522,L45611,"Your app kind of blew mine out of the water., We'll come up with the next big thing., ...You wanna work -- here?, Got out of my other commitment., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2523,2523,L45086,"I know you lost all his work. Maybe I could come down here and --, You are naive. Look at your employment contract: you can't work anywhere else in this field for at least few years.  Not that I don't miss you., Just thought his work should go on., He was on the verge of something, too. He was gonna show us the next day. He said ""The answer's not in the box, it's in the band."" Know what it means?, It's only meaningful when you've got 40,000 lines of code to back it up., Man, could he write code. Totally elegant. He had his own style., Those really weird, short lines., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2530,2530,L45278,"Could it be a glitch? Something the construction workers caused?, Unlikely. All 14 cameras are frozen. Do we call Randy and Phil? Tell 'em there may have been a break-in?, Not yet. 'Love to bust my ass cause I'm not in frigging Mensa.  I swear to God, it's that kid Milo, I told 'em so in the first place, but they didn't even wanna hear about it.  Let's run a printout on card entries., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2536,2536,L45380,"Same with the excerpts I'm choosing: they'll play against any of the images you described., Perfect.  How am I gonna get away from the party long enough to --, You could always say you have to go the bathroom., That's lame, isn't it?, You'll come up with something., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2543,2543,L45310,"We can't just assume they're standing by to receive Skywire 12 months from launch. I'd have to write in an aglet., A what?, It's how on-line services push logos they wanna sell you. You don't ask for 'em, they just appear. 'Have to work on it somewhere besides my office or my house. And then the quality of the broadcast wouldn't exactly be digital, that's 12 months away., But they'd still get the idea, right?, You'd have to design a graphic interface to make the data pop. Maybe some audio, too. To tie it all in to Gary. How long would that take you?, It's a standard GUI. Once I've got a concept, it's maybe three day's work., Gary knows I'm close on Skywire. We have to do this fast., Before they kill somebody else, too., Oh, man. I'd have to get into Gary's house. To get the satellite positions., You mean -- break in?, I don't know --, And what if the broadcast dishes on top of 21 aren't hot yet? You said the place isn't finished., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2558,2558,L44992,"Cool!, Yeah? I ran it for lots of platforms, ranging from the narrowest bandwidth to --, ",antitrust,m21,2001,"['drama', 'thriller']",informal
2562,2562,L45054,"They're in the neighborhood. They usually hassle Vietnamese grocers., Jesus, Teddy., I'm cool. They didn't touch the machine. Or my disks. Probably didn't know what they were. So, you a Moonie yet?  Milo?, I met this girl., What? Come on. Is it serious?, I don't know., Did you tell Alice?, No! I keep thinking it'll go away. But there's this -- connection. She's been hacking since she was little, she had to move around a lot. Plus I see her every day, we're working on the same program. She's -- beautiful., A beautiful geek? I don't wanna sound paranoid, or like a pig, but what're the chances?, What d'you mean?, I dunno. I guess Larry's got me totally suspicious of that place., What does that mean?, Milo, geeks don't have two girlfriends. Most don't have one., I didn't plan this., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2566,2566,L44881,"...You got my E-mail?, And your phone messages. You wanna do what you do, it's not a crime., Is that how Larry feels?, Uh. Not exactly., ",antitrust,m21,2001,"['drama', 'thriller']",informal
2614,2614,L56531,"What do we do now?, We've got a freaked out square and world annihilation is his bag.  You go get help. I'm gonna stay here and keep an eye on the bad Doctor., I'm not going anywhere. We're a team., Too right, youth. That's why I need you to lead the troops., I'll hurry back., Listen, Vanessa, whatever happens, I just want you to know that I feel bad about shagging that Italian girl. I had a sip of sake and all of the sudden, I don't know what happened. The whole time I was shagging her-- I mean really shagging her, I mean it was crazy, I was like a huge mechanical piston, in and out, IN and OUT!--, Austin, what's your point?, Anyways, what I'm trying to say is that if you want me to be a one-woman man, well, that's just groovy, because... I love you., Oh, behave!, ",austin powers: international man of mystery,m22,1997,"['action', 'adventure', 'comedy', 'crime']",informal
2689,2689,L56367,"So, Scott, why don't we start with you. Why are you here?, Well, it's kind of weird., We don't judge here., OK. Well, I just really met my Dad for the first time three days ago. He was partially frozen for thirty years. I never knew him growing up. He comes back and now he wants me to take over the family business., And how do you feel about that?, I don't wanna take over the family business., ",austin powers: international man of mystery,m22,1997,"['action', 'adventure', 'comedy', 'crime']",informal
2823,2823,L59410,"What do you think's gonna go on at the guys' party?, They'll probably get drunk, and watch dirty movies. But don't worry about the dirty movies., What do you mean?, I forgot to tell you. Yesterday I found a bunch of pornos in the back seat of O'Neill's car., You're kidding., Nah. Everything's cool... I took care of 'em., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2824,2824,L59168,"He still thinks I'm going with him. I'm going to break the news to him tomorrow., He's not gonna be happy. And your parents can't be too thrilled either., No. As far as they're concerned the only good Rick is a dead Rick. But I don't care... it's my decision., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2866,2866,L59352,"Well... twenty-four more hours to go and tonight we'll share with our friends and loved ones the joys of those last moments of singleness., You better not have too much joy., Wouldn't think of it. Because tomorrow...  We're going to the chapel and we're..., Gonna get married..., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2868,2868,L59309,"Stop fooling around... I need to talk., What's the matter?, I don't know... I just feel scared., About what?, The wedding, my parents, your family, our friends, my job, the future, our relationship, the caterers, my gown, your tuxedo, our honeymoon, the apartment, my shower, your bachelor party..., I think the only think you've left out are our relations with the Soviet Union. Sweetheart, everything's gonna be all right., Before or After I have my nervous breakfown?, C'mere., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2870,2870,L59181,"Don't worry... it's supposed to do this., Want to hear something great? Bobbie and Phoebe are throwing me a shower. It's really gonna be fun., Not as much fun as the bachelor party the guys are throwing for me., You're going to have a bachelor party?, Of course. I'm a traditional guy... It's a traditional event.  Well, what do you think?, It looks awful., Yes, but looks are deceiving...  Not in this case, however., Are you going to have women at your party?, No, sweetheart, it's a stag party. Does stay home., I'm not talking about does. I'm talking about hookers., Oh, those. Why do you ask?, Because from what I've heard, it's a tradition and you're a traditional guy., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2893,2893,L59147,"Sounds swell... I'm really touched. And my getting married's not gonna change a thing between me and my pals. We're still gonna go bowling on Tuesdays, play cards on Fridays and wear women's clothes on Sunday night. I love you guys... I always will., Let's have a toast., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2895,2895,L59129,"Okay... We're all here. Rick, what's the big announcement?, All right, gentlemen, I'm not gonna sugar-coat this thing. I've known you guys since grade school, so I'm gonna give it to you straight from the hip... right from the shoulder... without beating around the bush... Nothing fancy, just the plain, hard facts... tell it like it is., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2904,2904,L59698,"What the hell are you doing?, I'm trying to slash my wrists., You're trying to kill yourself with an electric razor?, I couldn't find any razor blades., Well, this is terrific. Now you're gonna have wrists that are smooth and kissable. Just go out there. Forget about everything and laugh it up., Ha, ha, ha., No, have fun first. Then laugh. Now, forget about marriage for a while. Go party., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2931,2931,L59731,"How'd it go?, Put it to you this way -- you're gonna have to pry her out of the bed with a spatula, mister., I'm proud of you, lad., ",bachelor party,m24,1984,"['comedy', 'romance']",informal
2955,2955,L60335,"Biggest in two battalions., We're gonna be okay, man..., ",backdraft,m25,1991,"['action', 'crime', 'drama', 'mystery', 'thriller']",informal
2957,2957,L60302,"Goddamn it, Stephen, lay off!  You stupid dumbshit, you never know when to fucking quit, do you? You ever wonder why your career's in the fucking toilet? Why you're gonna be stuck a Lt. for life?, No.  I need a drink., ",backdraft,m25,1991,"['action', 'crime', 'drama', 'mystery', 'thriller']",informal
3010,3010,L60279,"Boy, took you all of thirty seconds to blow that., C'mon Jennifer, he's just another North-Side jag-off with a mouth., Brian, do you always have to be so stupid? Think about your future for once., So now you suddenly care about my future?, Look, I didn't mean to take a piece out of you back there, I just thought you'd call when you came back. You didn't and...  Don't blow it just because of this garbage between us., Hey, sorry if I made you look bad in front of your boss. But I'm not gonna be a poster boy for him, I'm trying to do something here. There's five hundred smoke eaters in this room that do that stuff for real every day. Tell Swayzak to talk to one of them., ",backdraft,m25,1991,"['action', 'crime', 'drama', 'mystery', 'thriller']",informal
3053,3053,L60214,"Y'know what Stephen said to me, right when all the shit was coming hard? ""You never know till the moment the fire stares you down if you're just gonna do this job or be great at it""., Ah man, is he usin' that line now on you? What, you think he made that little gem up? Jesus Christ, I used to have to listen to my old man use that every morning., ",backdraft,m25,1991,"['action', 'crime', 'drama', 'mystery', 'thriller']",informal
3054,3054,L60212,"Do you have to do that?, Could you believe that fire? Man! First day! There I was, Adcox and me, pullin' that lady right out of the fire's fuckin' throat! I love it here -- No surround and drown for this company. Fighting 17th! Goddamn Stephen's amazing. You see how he took that fire by the balls? I'm gonna be that good some day, you watch., ",backdraft,m25,1991,"['action', 'crime', 'drama', 'mystery', 'thriller']",informal
3056,3056,L60014,"Aren't you even curious?, Engine 115, right?, How'd you know? These are supposed to be sealed., Lucky guess.  And a case of scotch to a captain in station assignments., You crooked son of a bitch. Why 115?, Lots of fires. They promote faster there. Take a look at the last Lt.'s list, half the guys on it came from that battalion. Gotta think about your future, Timmy. 115's the station., Ah man, if you're gonna bribe your way into a station, why not 17 with me and your brother?, ",backdraft,m25,1991,"['action', 'crime', 'drama', 'mystery', 'thriller']",informal
3066,3066,L60123,"I hate it when we gotta fucking go look for it., Call in another alarm. We're gonna need some back-up., ",backdraft,m25,1991,"['action', 'crime', 'drama', 'mystery', 'thriller']",informal
3090,3090,L61938,"I got it, man! I will find those kids. And I'll get the 50 G from the Church! Then the kids'll go to jail. I'll be in charge, of course. After a little while, I'll break the fuckers out -- and I'll turn them in to shithead I was just talking to. And pick up his 100 G. No. I'll hit him up for 200 G. Or 250 G. l can do it -- 'cause I've got the kids. Then, of course, there's the 180 G I'm gonna pick up on the Game tonight -- when the Strawberries win!, ""The Strawberries""?, The Mets. So anyway, chalk up another 180 G for the Game. Jesus Christ! That's almost half a million dollars. Ariane! Wait. That's not good enough, I'll ask the shithead for 280 G for the kids. Then it'll be a perfect 500 thousand. Yeah. Perfect. 280 G for the kids. Yeah, it's good I prepared, or I wouldn't have thought to --, ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3093,3093,L61917,"First I'll put your Uptown in the spoon, then, to make it more exciting, I'm gonna add some Downtown. They call this thing a speedball, honey, but then you must know that...  First time shooting up?, Nah..., Sure it is. You're a virgin. Just like that nun. And I'm gonna rape you., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3104,3104,L61978,"Are you all right, honey?, I was gonna bring it back myself., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3106,3106,L61896,"There. Now you've got your profit and more. You'll have more product day after tomorrow, right?, Uh - right. Sure. The Mets are gonna win tomorrow., I know.  Take care of yourself, man, OK? Be cool., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3107,3107,L61892,"How are you doing, man?, Very good. Very good. The Mets are gonna win tomorrow., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3119,3119,L61876,"You do know that he's gonna blow up your house, kill your wife and kids --, Good. I'll give him an extra 10 grand for his trouble. I hate that motherfucking house and --, He's gonna kill you, man. Do you hear me, motherfucker? You. Dead. Get it?, I've been dodging bullets since I was fourteen. No one can kill me. I'm fucking blessed. I'm fucking Catholic., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3120,3120,L61871,"I don't got it. Not tonight. You can't get blood from a stone., This psycho can., Oooo... Big fucking scary guy. Just put $120,000 on tomorrow's game., You're a fucking joke, you know that?  He's been waiting for the money since the fucking game ended. And I've been waiting here since -- forget it. Listen up. You're gonna get us both fucking killed. You know that!, Uh-uh. I'm gonna win. Just make sure the bet gets in., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3122,3122,L61852,"Fuck Strawberry. You're gonna end up owing 60 G to a homicidal maniac!, That's my problem. Just put in my bet., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3123,3123,L61846,"OK asshole. You owe thirty grand. Now what are you gonna do?, I wanna go double or nothing on the next game., Double or nothing? Are you fucking out of your mind?, I'm not gonna let that bastard take my money, Take your money? This guy will blow up your house and everyone in it!, There's just no way the Mets will lose this game. Gooden is pitching and Strawberry is ready to break out., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3124,3124,L61715,"Hey, man. Don't give me that bullshit. Don't pussy-out on me. The Mets are a fucking lock. I wanna make some money., Are you sure?, Yeah. I'm sure., ",bad lieutenant,m26,1992,"['crime', 'drama']",informal
3143,3143,L62973,"The Mau-Mau's are up in dis place. That's right, the Mau-Mau's., What's your name?, My righteous name is BIG BLACK., And what are the Mau-Mau's going to do for us today?, We gonna drop some knowledge, wisdom and understanding.  The Mau- Mau's, we be scientists.  We drop science., ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
3151,3151,L62828,"What's that?, Moorish.  Ya get a little taste of dat booty, ya wanna get some MORE., Seconds and thirds, too., Sloan is all 'dat.  I try her.  I'm a tri-sexual., You'd try anything.  I got first dibs.  You get ya own stuff., Naw, just jokin'.  That's you. That's you., ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
3161,3161,L62645,"We ran out without my shoes and the floor.  I gotta get my stuff.  What about our savings?, Are you crazy?  The joint is crawling with cops now.  You wanna go to Rikers?  Go to the hoosegow?, ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
3163,3163,L62619,"I'm starvin' like Marvin., My world famous, famous world Arroz con pollo will be ready very soon., Hurry up, I wanna watch HBO., Did we get our bill yet?, ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
3164,3164,L63563,"I'm not playin' myself no mo'., How you sound?, I won't do it anymore., Manray, I'm very sorry about ya boy Cheeba and Sloan.  Believe me, it gave me no joy pulling ya coattail about her, just lookin' out for a brother.  I feel you, all this stuff happenin' at once but you can't let if affect your work.  You gotta be professional., I'm always gonna be that.  But I ain't doing no more buck dancing., No costume.  No blackface., ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
3172,3172,L63020,"I don't give a good goddamn about Finland, Norway, Sweden or wherever ya blond ass came from., We just punched it up a bit.  Made it funnier., Funnier to who and at who's expense? Dunwitty, when Negroes start to run amok, the boycotts, when the demostrations commence, I'm giving them your home address.  Let's see how you like it when they picket your lawn in Greenwich, Connecticut., I seriously doubt that will ever happen.  Didn't I tell you I know your people better than you do. But if by some miracle you're correct, I'm gonna invite them inside my house and we'll have a sit down, discuss it like civil human beings., ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
3174,3174,L62996,"I'm gonna leave you two creative geniuses alone., Dunwitty, don't leave., ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
3200,3200,L63158,"Dem white boys giving you a hard time?, Nuthin' I can't handle., The truth is never let them seeya sweat.  You do that, that's half the battle., Where do you go from here?, Three nights Charleston, South Carolina., I didn't mean that, in life., In life?  I'ma keep on living, having a good drink, got me a good young woman, make a couple of dollars and make people laugh. Haven't I always tol' you all nigga's are entertainers?  The question is what are you gonna do, Peerless?, ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
3216,3216,L63499,"That was a mistake, but I don't regret it., The first and only time.  A big mistake.  I'm gonna have to ask you not to see Mantan anymore., Work related or otherwise?, ",bamboozled,m27,2000,"['comedy', 'drama', 'music']",informal
